Unnamed: 0,ds,y,yhat,y_res,y_res_smooth,y_res_stat,day,unit,level_1,y_first,y_last,y_mean
288,2022-09-15 00:04:00,361105.6333333333,339880.0083532968,21225.62498003652,19623.679274770224,1601.945705266295,20220915,0,0,369856.06,369856.06,369856.06
289,2022-09-15 00:09:00,353607.85666666663,330747.3302799865,22860.52638668014,21247.119947843297,1613.4064388368424,20220915,1,0,361821.47,354140.56,357981.0
290,2022-09-15 00:14:00,342731.4166666664,321665.75136516214,21065.66530150425,20717.44936048588,348.215941018374,20220915,2,0,351904.28,344392.06,346510.84
291,2022-09-15 00:19:00,330061.38000000006,312645.59053414385,17415.789465856215,17893.090288810836,-477.30082295462125,20220915,3,0,336811.0,327593.88,331719.75
292,2022-09-15 00:24:00,317629.8733333334,303696.8614056266,13933.01192770683,14101.472615013749,-168.46068730691695,20220915,4,0,324917.56,317654.94,319289.3
293,2022-09-15 00:29:00,304837.0866666668,294829.27879099693,10007.807875669852,10982.568681872335,-974.7608062024829,20220915,5,0,314275.28,306455.9,307979.47
294,2022-09-15 00:34:00,295546.92666666664,286052.2667901558,9494.65987651085,9380.645451979864,114.0144245309857,20220915,6,0,298175.06,296276.0,296787.3
295,2022-09-15 00:39:00,286158.67666666675,277374.9682435364,8783.70842313033,9013.541966794288,-229.83354366395724,20220915,7,0,289372.9,287360.3,286829.94
296,2022-09-15 00:44:00,279163.4,268806.2552689581,10357.144731041915,8987.766128726906,1369.3786023150114,20220915,8,0,278096.8,279052.44,276615.78
297,2022-09-15 00:49:00,269033.64000000013,260354.7407199704,8678.899280029756,8648.018879134239,30.8804008955176,20220915,9,0,269675.38,270181.56,267984.94
298,2022-09-15 00:54:00,259641.84666666668,252028.7902227768,7613.056443889916,8003.302242546743,-390.245798656827,20220915,10,0,260130.73,260747.16,259259.55
299,2022-09-15 00:59:00,249699.11333333337,243836.5345680797,5862.578765253711,7403.770553660113,-1541.1917884064023,20220915,11,0,252668.84,254225.0,251770.31
300,2022-09-15 01:04:00,244509.08,235785.88233781463,8723.197662185325,6975.3478965284885,1747.849765656836,20220915,12,0,244773.7,248550.58,246485.55
301,2022-09-15 01:09:00,233848.0133333333,227884.5323241704,5963.481009162904,6518.842261304862,-555.3612521419582,20220915,13,0,238805.69,242424.83,238957.5
302,2022-09-15 01:14:00,225900.97333333333,220139.98567698244,5760.987656350888,5866.188732247724,-105.2010758968363,20220915,14,0,232065.22,232413.2,231104.12
303,2022-09-15 01:19:00,218578.71000000005,212559.55746291412,6019.152537085902,5184.794263426047,834.3582736598546,20220915,15,0,223637.06,223179.88,223360.17
304,2022-09-15 01:24:00,209483.97333333333,205150.38751566585,4333.585817667481,4975.999309052425,-642.4134913849439,20220915,16,0,213391.27,215797.64,216439.69
