Unnamed: 0,ds,y,yhat,y_res,y_res_smooth,y_res_stat,day,unit,level_1,smooth_first,smooth_last,smooth_mean,y_first,y_mean,y_last,y_first2,y_mean2,y_last2
288,2022-09-02 00:04:00,389059.6708333332,364226.012876966,24833.65795636724,17947.50749761001,6886.150458757231,20220902,0,0,28977.98,28977.98,28977.98,400090.1438044732,400090.1438044732,400090.1438044732,393203.993345716,393203.993345716,393203.993345716
289,2022-09-02 00:09:00,373409.28333333327,354637.7707849355,18771.51254839776,16907.932943412427,1863.5796049853343,20220902,1,0,25334.898,21180.107,23257.504,381836.2488274208,379758.8542961708,377681.4578117958,379972.6692224355,377895.2746911855,375817.8782068105
290,2022-09-02 00:14:00,359090.91666666657,345103.9408553401,13986.975811326469,14780.59246473671,-793.6166534102413,20220902,2,0,20361.373,19609.076,20300.283,364671.69724880485,364610.60740505485,363919.40037380485,365465.3139022151,365404.2240584651,364713.0170272151
291,2022-09-02 00:19:00,346690.5266666668,335636.38549577934,11054.141170887451,12070.459253013967,-1016.3180821265178,20220902,3,0,17727.89,14799.175,15452.161,352347.95803865284,350072.22854646534,349419.24221834034,353364.27612077934,351088.54662859184,350435.56030046684
292,2022-09-02 00:24:00,335410.0633333333,326246.578850899,9163.484482434287,10058.149475155747,-894.6649927214603,20220902,4,0,18460.754,11153.6455,12770.709,343812.66776442755,338122.62284255255,336505.55936599005,344707.332757149,339017.287835274,337400.2243587115
293,2022-09-02 00:29:00,325263.23,316945.60079564154,8317.62920435844,9232.828764105743,-915.1995597473032,20220902,5,0,16189.014,11147.231,11088.031,332219.41490776924,327118.43248589424,327177.63268120674,333134.61446751654,328033.63204564154,328092.83224095404
294,2022-09-02 00:34:00,318653.4533333333,307744.13335556583,10909.319977767474,8874.732337697054,2034.58764007042,20220902,6,0,14332.272,7833.62,8898.2295,324110.99345657375,318676.95048782375,317612.34111282375,322076.40581650333,316642.36284775333,315577.75347275333
295,2022-09-02 00:39:00,307167.2666666666,298652.459382703,8514.8072839636,8009.974994091575,504.8322898720253,20220902,7,0,7144.4614,6921.842,6301.9736,306301.7530983563,305459.26530538755,306079.13346945005,305796.92080848425,304954.4330155155,305574.301179578
296,2022-09-02 00:44:00,296097.15333333326,289680.4634352995,6416.689898033743,6558.29780340533,-141.60790537158755,20220902,8,0,6113.61,3657.5486,3661.3745,295652.4653932092,293200.2300416467,293196.4041139123,295794.07329858077,293341.83794701827,293338.0120192839
297,2022-09-02 00:49:00,285881.94666666666,280837.6345826788,5044.312083987868,5485.976892901147,-441.66480891327865,20220902,9,0,4932.696,1982.5723,1718.8461,285328.6655745468,282114.8158431015,282378.54203939054,285770.33038346004,282556.4806520147,282820.2068483038
298,2022-09-02 00:54:00,277517.74333333335,272133.0710619544,5384.67227137892,5886.369514779975,-501.69724340105495,20220902,10,0,-2344.4595,1932.616,-689.31116,269286.9143458971,270942.0626613268,273563.9897853502,269788.6115892982,271443.75990472786,274065.6870287513
299,2022-09-02 00:59:00,269305.5633333333,263575.48650321935,5730.076830113947,7904.0326661506515,-2173.955836036705,20220902,11,0,-1556.4769,4963.797,-2309.7676,259845.0537384717,259091.76308905764,266365.32754218264,262019.0095745084,261265.71892509435,268539.28337821935
300,2022-09-02 01:04:00,268995.7966666667,255173.2177174458,13822.578949220886,10516.506701559343,3306.072247661541,20220902,12,0,-5037.7197,8503.824,-1797.0092,253441.57023854484,256682.2808098339,266983.11418385734,250135.4979908833,253376.20856217237,263677.0419361958
301,2022-09-02 01:09:00,259409.44333333336,246934.2336259692,12475.209707364178,12416.773000781066,58.43670658311203,20220902,13,0,-8607.909,8165.539,-1385.5453,238384.7611528648,245607.12504446637,255158.2093950523,238326.3244462817,245548.68833788327,255099.7726884692
302,2022-09-02 01:14:00,250733.93,238866.1452799236,11867.784720076394,13083.496063254022,-1215.7113431776288,20220902,14,0,-6510.815,8416.953,-302.40015,231139.61899533973,237348.0337902616,246067.38706174598,232355.33033851735,238563.74513343922,247283.0984049236
303,2022-09-02 01:19:00,243974.42666666675,230976.2167828708,12998.209883795964,12974.74691157843,23.46297221753412,20220902,15,0,-2671.0989,9954.5625,570.8749,228328.5808781352,231570.554633018,240954.24225508832,228305.11790591766,231547.09166080048,240930.7792828708
304,2022-09-02 01:24:00,236950.4033333334,223271.37682293003,13679.026510403375,12988.00367624637,691.0228341570055,20220902,16,0,-1789.1125,10754.639,1396.6304,222173.28710825893,225359.0300281808,234717.03832896205,221482.2642741019,224668.00719402378,234026.01549480503
305,2022-09-02 01:29:00,229947.79,215758.23069814208,14189.559301857924,13958.910253647866,230.64904821005803,20220902,17,0,1086.5845,12985.312,3628.1702,217075.4642190084,219617.04991236777,228974.19126978965,216844.81517079833,219386.4008641577,228743.54222157958
306,2022-09-02 01:34:00,223134.50333333327,208443.0726176902,14691.430715643071,16307.307489575884,-1615.8767739328105,20220902,18,0,3973.1985,14487.506,6342.3755,210800.39433008552,213169.57133203864,221314.7017031324,212416.27110401832,214785.44810597145,222930.5784770652
307,2022-09-02 01:39:00,220125.12,201331.8980684864,18793.221931513574,19690.533494952226,-897.3115634386486,20220902,19,0,5775.8726,18274.271,9013.495,206210.4590636415,209448.08162223524,218708.85798942274,207107.77062708014,210345.3931856739,219606.1695528614
308,2022-09-02 01:44:00,220742.52333333337,194430.4161210746,26312.107212258765,23120.695029716288,3191.412182542477,20220902,20,0,8909.294,22884.496,11701.015,206531.12224892958,209322.84295205458,220506.32439736708,203339.7100663871,206131.4307695121,217314.9122148246
309,2022-09-02 01:49:00,213361.2200000001,187744.06144071816,25617.15855928193,25792.09967371778,-174.94111443584916,20220902,21,0,12095.134,24553.582,13963.398,199664.2541153448,201532.5187637823,212122.7023575323,199839.19522978066,201707.45987821816,212297.64347196816
310,2022-09-02 01:54:00,207703.8833333334,181278.00589155452,26425.87744177884,27707.562622942307,-1281.6851811634697,20220902,22,0,16889.758,27282.32,16800.172,196886.07852289104,196796.49258539104,207278.64102289104,198167.76370405452,198078.17776655452,208560.32620405452
311,2022-09-02 01:59:00,201974.8566666666,175037.16953003802,26937.687136628578,29257.68639145787,-2319.999254829294,20220902,23,0,18420.516,28342.588,19362.816,191137.68590020871,192079.98668145871,201059.75816583371,193457.68515503802,194399.98593628802,203379.75742066302
312,2022-09-02 02:04:00,203480.24000000005,169026.23089565456,34454.00910434549,30497.017065691674,3956.9920386538142,20220902,24,0,20901.865,29516.164,22077.633,193885.08816868337,195060.85574680837,202499.38699680837,189928.09613002956,191103.86370815456,198542.39495815456
313,2022-09-02 02:09:00,193274.0733333334,163249.63642046033,30024.43691287306,31245.602829643038,-1221.165916769973,20220902,25,0,21669.44,30907.283,25368.781,183697.90995681536,187397.25175369036,192935.75370681536,184919.07587358533,188618.41767046033,194156.91962358533
314,2022-09-02 02:14:00,188757.78999999995,157711.60891656743,31046.181083432515,31636.705707234305,-590.5246238017899,20220902,26,0,22566.768,31422.982,27888.96,179687.85187089065,185010.04523026565,188544.06671464065,180278.37649469243,185600.56985406743,189134.59133844243
315,2022-09-02 02:19:00,184580.53333333333,152416.15494866634,32164.378384666983,32121.66606101306,42.7123236539228,20220902,27,0,20355.982,32570.623,29446.42,172814.84969419526,181905.28719419526,185029.49031919526,172772.13737054134,181862.57487054134,184986.77799554134
316,2022-09-02 02:24:00,181123.23666666675,147367.07108972612,33756.165576940635,33035.93306757536,720.2325093652762,20220902,28,0,22413.875,34029.023,30449.492,170501.1785990914,178536.7957865914,182116.3270365914,169780.94608972612,177816.56327722612,181396.09452722612
317,2022-09-02 02:29:00,175605.43,142567.94890582794,33037.48109417205,34352.46297907775,-1314.9818849056974,20220902,29,0,24204.314,34275.812,31410.572,165457.28147404725,172663.53928654725,175528.77952092225,166772.26335895294,173978.52117145294,176843.76140582794
318,2022-09-02 02:34:00,174341.14333333346,138022.17875034985,36318.96458298361,35726.509031542904,592.4555514407039,20220902,30,0,25521.25,35863.32,32788.703,164135.88430179056,171403.33742679056,174477.95461429056,163543.42875034985,170810.88187534985,173885.49906284985
319,2022-09-02 02:39:00,170921.73000000004,133732.95217615186,37188.77782384818,36741.97316515466,446.8046586935234,20220902,31,0,26256.178,36884.758,33947.637,160435.93456922038,168127.39355359538,171064.51464734538,159989.12991052686,167680.58889490186,170617.70998865186
320,2022-09-02 02:44:00,167393.6666666667,129703.26303897664,37690.40362769005,37301.22288426857,389.1807434214716,20220902,32,0,28975.678,37990.203,35335.344,159068.12151677313,165427.78753239813,168082.64690739813,158678.94077335164,165038.60678897664,167693.46616397664
321,2022-09-02 02:49:00,163687.09,125935.90730759448,37751.18269240551,37812.526615461335,-61.34392305582878,20220902,33,0,30791.81,41836.69,36620.13,156666.37393141366,162494.69229078866,167711.25479078866,156727.7178544695,162556.0362138445,167772.5987138445
322,2022-09-02 02:54:00,160326.0666666666,122433.48150997852,37892.58515668806,38814.48862906067,-921.9034723726072,20220902,34,0,29948.889,41583.15,37839.34,151460.4667094809,159350.9178813559,163094.7264751059,152382.37018185353,160272.82135372853,164016.62994747853
323,2022-09-02 02:59:00,157462.9,119198.37992596172,38264.52007403827,40295.1803989113,-2030.660324873032,20220902,35,0,27064.066,43249.656,38896.645,144231.7860073387,156064.3641323387,160417.3758510887,146262.44633221172,158095.02445721172,162448.03617596172
324,2022-09-02 03:04:00,161619.19,116232.79053518386,45386.39946481615,41540.2438982312,3846.1555665849446,20220902,36,0,36941.027,44075.973,40876.79,157019.97344551882,160955.73516426882,164154.91875801882,153173.81787893386,157109.57959768386,160308.76319143386
325,2022-09-02 03:09:00,155116.26333333337,113538.68977507604,41577.57355825731,41879.56151027005,-301.98795201273606,20220902,37,0,34655.85,45858.848,40882.125,147892.5533855633,154118.8268230633,159095.5494793133,148194.54133757605,154420.81477507605,159397.53743132605
326,2022-09-02 03:14:00,151120.7633333333,111117.83622824449,40002.92710508884,41432.8195707041,-1429.8924656152667,20220902,38,0,36461.168,43545.375,40316.926,146149.1117313792,150004.8695438792,153233.3187626292,147579.00419699447,151434.76200949447,154663.21122824447
327,2022-09-02 03:19:00,149421.09999999998,108971.76325769024,40449.33674230974,40841.3975846576,-392.0608423478625,20220902,39,0,36188.83,41811.914,39396.82,144768.53054034238,147976.52272784238,150391.61647784238,145160.59138269024,148368.58357019024,150783.67732019024
328,2022-09-02 03:24:00,147934.60999999996,107101.7707691762,40832.83923082377,40439.54441350525,393.2948173185141,20220902,40,0,34846.8,43115.92,38988.3,142341.8663677447,146483.3663677447,150610.9874614947,141948.5715504262,146090.0715504262,150217.6926441762
329,2022-09-02 03:29:00,145786.99999999994,105508.91614838444,40278.08385161549,39992.86253318334,285.22131843215175,20220902,41,0,33607.93,41821.87,38320.707,139402.0671543166,144114.8444980666,147616.0085605666,139116.84583588445,143829.62317963445,147330.78724213445
330,2022-09-02 03:34:00,143794.93,104194.00453793073,39600.92546206928,39147.58047083688,453.3449912323995,20220902,42,0,33592.418,37869.99,36892.332,138239.7674979131,141539.6815604131,142517.3378104131,137786.4225066807,141086.3365691807,142063.9928191807
331,2022-09-02 03:39:00,140709.47666666668,103157.57855958249,37551.89810708421,37888.51356627674,-336.61545919252967,20220902,43,0,33187.535,36418.934,35569.56,136008.49825663993,138390.52169413993,139239.89669413993,136345.11371583247,138727.13715333247,139576.51215333247
332,2022-09-02 03:44:00,138614.59666666662,102399.9076575393,36214.68900912732,36542.41944506207,-327.7304359347472,20220902,44,0,33971.367,37096.086,33794.66,136043.54440910456,135866.83737785456,139168.26315910456,136371.2748450393,136194.5678137893,139495.9935950393
333,2022-09-02 03:49:00,137786.35000000003,101920.97715576836,35865.372844231664,35458.99454881943,406.3782954122362,20220902,45,0,33571.336,34074.38,31906.234,135898.6913886806,134233.5898261806,136401.7343574306,135492.31309326837,133827.21153076837,135995.35606201837
334,2022-09-02 03:54:00,136288.59333333338,101720.4772319054,34568.11610142799,34708.368854720924,-140.25275329293072,20220902,46,0,31689.232,34148.965,30333.805,133269.45690048745,131914.02916611245,135729.18932236245,133409.7096537804,132054.2819194054,135869.4420756554
335,2022-09-02 03:59:00,134099.03333333335,101797.7919293585,32301.24140397485,33964.05254189764,-1662.8111379227848,20220902,47,0,26469.176,36076.63,28598.664,126604.15657268572,128733.64485393572,136211.60969768572,128266.9677106085,130396.4559918585,137874.4208356085
336,2022-09-02 04:04:00,137738.87999999995,102151.98838300088,35586.891616999055,32664.12833333316,2922.763283665896,20220902,48,0,24660.799,32907.94,27331.625,129735.55049479177,132406.37666666677,137982.6930729168,126812.78721112588,129483.61338300088,135059.9297892509
337,2022-09-02 04:09:00,131994.6333333333,102781.8064040374,29212.8269292959,30456.19702947952,-1243.3701001836198,20220902,49,0,21864.855,31561.697,25651.85,123403.29177260378,127190.28591322878,133100.13356947878,124646.6618727874,128433.6560134124,134343.5036696624
338,2022-09-02 04:14:00,130759.38666666664,103685.64857706695,27073.73808959969,27543.73961955385,-470.0015299541556,20220902,50,0,17577.28,29352.316,24344.83,120792.9263439878,127560.4771252378,132567.96345336278,121262.92787394195,128030.47865519195,133037.96498331695
339,2022-09-02 04:19:00,130514.01333333334,104861.57103939808,25652.44229393525,24562.196215959862,1090.2460779753856,20220902,51,0,17047.756,26117.123,22128.861,122999.57297674847,128080.67844549847,132068.94016424846,121909.32689877308,126990.43236752308,130978.69408627308
340,2022-09-02 04:24:00,127859.42666666668,106307.27507272548,21552.15159394119,22168.680073545653,-616.5284796044616,20220902,52,0,16186.806,24503.352,20528.0,121877.55225718352,126218.74659312102,130194.09815562102,122494.08073678798,126835.27507272548,130810.62663522548
341,2022-09-02 04:29:00,127768.30333333332,108020.0996608942,19748.20367243912,20647.298577406807,-899.0949049676856,20220902,53,0,14752.672,22274.219,19154.164,121873.67663092651,126275.16881842651,129395.22350592651,122772.7715358942,127174.2637233942,130294.3184108942
342,2022-09-02 04:34:00,129622.1766666666,109997.01514614886,19625.161520517737,19680.411463046807,-55.24994252906981,20220902,54,0,13336.048,18652.309,17045.375,123277.81305518228,126987.14020361978,128594.07379736978,123333.06299771136,127042.39014614886,128649.32373989886
343,2022-09-02 04:39:00,132218.4766666667,112234.61811605711,19983.858550609584,18581.20486030596,1402.6536903036283,20220902,55,0,13409.241,17763.873,14873.472,127046.51301729825,128510.74348604825,131401.14485323575,125643.85932699461,127108.08979574461,129998.49116293211
344,2022-09-02 04:44:00,132419.0466666667,114729.1276372879,17689.919029378798,17003.47778573445,686.441243644349,20220902,56,0,8642.826,14468.394,12714.254,124058.39505280725,128129.82278718225,129883.96243561975,123371.9538091629,127443.3815435379,129197.5211919754
345,2022-09-02 04:49:00,131865.2166666667,117476.38293881503,14388.833727851656,15393.908993251654,-1005.0752653999988,20220902,57,0,7375.427,13816.312,11113.128,123846.73443122754,127584.43560310254,130287.61919685255,124851.80969662753,128589.51086850253,131292.69446225255
346,2022-09-02 04:54:00,134736.57333333333,120471.84264924168,14264.730684091655,14509.716106333188,-244.9854222415306,20220902,58,0,9082.095,12402.096,9378.755,129308.95195356265,129605.61210981265,132628.95293012515,129553.93737580418,129850.59753205418,132873.93835236668
347,2022-09-02 04:59:00,135470.1666666667,123710.58567286882,11759.580993797865,14404.958581103763,-2645.377587305902,20220902,59,0,7656.942,11759.874,8510.977,128722.14998009417,129576.18464806292,132825.08210900042,131367.52756740007,132221.56223536882,135470.45969630632
348,2022-09-02 05:04:00,144558.08333333334,127187.31376597058,17370.76956736276,14072.122685336502,3298.646882026258,20220902,60,0,8042.571,12870.406,8271.224,138528.53144877809,138757.18428080934,143356.36689799684,135229.88456675183,135458.53739878308,140057.72001597058
349,2022-09-02 05:09:00,143421.73999999993,130896.35587295098,12525.38412704895,12349.154213663533,176.2299133854176,20220902,61,0,5960.006,9896.841,7062.199,137032.5916457114,138134.7850050864,140969.4266066489,136856.36173232598,137958.55509170098,140793.19669326348
350,2022-09-02 05:14:00,144596.49666666664,134831.67427597183,9764.822390694811,9228.450030859012,536.3723598357992,20220902,62,0,4306.721,7671.245,5443.5864,139674.7678272139,140811.6330615889,143039.29175299514,139138.39546737808,140275.26070175308,142502.91939315933
351,2022-09-02 05:19:00,143973.12666666665,138986.87254796078,4986.254118705867,6108.181407604139,-1121.9272888982723,20220902,63,0,-704.1799,4758.99,2493.4255,137160.76538845705,140358.3707961719,142623.93549343752,138282.6926773553,141480.29808507016,143745.86278233578
352,2022-09-02 05:24:00,147181.24666666664,143355.2053605169,3826.041306149709,4659.636734480235,-833.5954283305255,20220902,64,0,-4309.8706,2159.032,1624.0118,138211.73932671762,144145.6217730067,144680.64191460825,139045.33475504816,144979.21720133722,145514.23734293878
353,2022-09-02 05:29:00,152070.15333333332,147929.59014177363,4140.56319155969,5420.221287712228,-1279.6580961525387,20220902,65,0,-4753.9966,2681.5105,1363.1771,141895.93546358985,148013.10916964454,149331.44254366797,143175.59355974238,149292.76726579707,150611.1006398205
354,2022-09-02 05:34:00,162246.25666666665,152702.6204838655,9543.636182801158,7427.289103838056,2116.347078963102,20220902,66,0,-3491.5962,3590.9697,1395.4606,151327.37137142234,156214.42813411765,158409.9372893911,149211.02429245925,154098.08105515456,156293.590210428
355,2022-09-02 05:39:00,167270.65333333326,157666.5813803569,9604.071952976374,9192.399688900958,411.672264075416,20220902,67,0,-3464.7366,5990.4688,1809.9296,154613.51707216667,159888.18320986198,164068.7223944323,154201.84480809126,159476.51094578658,163657.0501303569
356,2022-09-02 05:44:00,173068.4333333333,162813.46616743685,10254.967165896436,10040.869055119025,214.09811077741145,20220902,68,0,-826.29456,7928.1147,3415.6614,162201.2697225502,166443.2256551674,170955.67902430802,161987.1716117728,166229.12754438998,170741.5809135306
357,2022-09-02 05:49:00,178245.09666666665,168134.99508347173,10110.10158319492,10561.819844880583,-451.7182616856662,20220902,69,0,-518.2981,9471.375,5550.89,167164.97872608295,173234.16695850482,177154.65182178607,167616.6969877686,173685.88522019048,177606.37008347173
358,2022-09-02 05:54:00,185823.1866666667,173622.635429371,12200.551237295702,11861.670326477551,338.8809108181485,20220902,70,0,1072.0137,11020.723,7953.561,175033.53001206415,181915.0773753454,184982.23899643915,174694.649101246,181576.19646452725,184643.358085621
359,2022-09-02 05:59:00,189132.53000000003,179267.62317782547,9864.906822174557,14349.151638828593,-4484.244816654038,20220902,71,0,5060.127,14958.378,11425.692,179843.50531429643,186209.07074398393,189741.75629085893,184327.75013095047,190693.31556063797,194226.00110751297
360,2022-09-02 06:04:00,207107.6600000001,185060.98593173453,22046.674068265536,17194.648848287852,4852.025219977684,20220902,72,0,14426.659,19706.693,16522.06,204339.6703313997,206435.0716985872,209619.7045110872,199487.64511142203,201583.04647860953,204767.67929110953
361,2022-09-02 06:09:00,210004.1866666667,190993.56713915375,19010.61952751293,19144.631935763984,-134.0124082510556,20220902,73,0,22762.771,20130.332,20557.959,213622.3262152777,211417.5137152777,210989.8867621527,213756.33862352875,211551.52612352875,211123.89917040375
