Unnamed: 0,ds,y,yhat,y_res,y_res_smooth,y_res_stat,day,unit,level_1,y_first,y_last,y_mean
288,2022-09-08 00:04:00,352925.05000000005,335156.88766773976,17768.162332260283,10196.13212961004,7572.030202650241,20220908,0,0,350525.25,350525.25,350525.25
289,2022-09-08 00:09:00,341488.1933333335,325785.5916413482,15702.60169198527,13319.491469632492,2383.110222352778,20220908,1,0,339345.9,343523.1,341434.5
290,2022-09-08 00:14:00,326807.6000000001,316470.48197615606,10337.118023844028,12070.985149050664,-1733.8671252066342,20220908,2,0,324896.38,329044.5,327809.88
291,2022-09-08 00:19:00,313732.9266666668,307222.4468490264,6510.479817640386,8311.417824832346,-1800.9380071919604,20220908,3,0,309901.53,313201.78,313205.28
292,2022-09-08 00:24:00,302134.15333333344,298052.0045711578,4082.148762175639,4865.596107921411,-783.4473457457725,20220908,4,0,297922.12,301243.6,300464.78
293,2022-09-08 00:29:00,291070.30333333334,288969.3060469548,2100.9972863785224,3063.302463202474,-962.3051768239516,20220908,5,0,287704.75,294967.88,292022.6
294,2022-09-08 00:34:00,285148.9466666666,279984.139390943,5164.807275723608,2310.9259773903154,2853.8812983332923,20220908,6,0,282067.94,289772.78,287022.22
295,2022-09-08 00:39:00,272285.57666666666,271105.93648869416,1179.6401779724983,1451.4720639573063,-271.8318859848082,20220908,7,0,271927.44,277956.8,276510.0
296,2022-09-08 00:44:00,262844.3666666668,262343.781246046,500.5854206208023,200.88245572903728,299.7029648917651,20220908,8,0,261655.64,265549.5,265401.38
297,2022-09-08 00:49:00,252464.60333333336,253706.41939692796,-1241.8160635945678,-647.7984360255875,-594.0176275689803,20220908,9,0,251679.27,256963.48,255947.4
298,2022-09-08 00:54:00,244263.22333333333,245202.26953815483,-939.0462048214976,-167.4476630526766,-771.5985417688211,20220908,10,0,242232.69,247215.42,246118.27
299,2022-09-08 00:59:00,236913.54666666672,236839.4351717732,74.11149489352829,1650.431067137681,-1576.319572244153,20220908,11,0,236538.19,242595.7,240428.7
