Unnamed: 0,ds,y,yhat,y_res,y_res_smooth,y_res_stat,day,unit,level_1,smooth_first,smooth_last,smooth_mean,y_first,y_mean,y_last,y_first2,y_mean2,y_last2
288,2022-09-24 00:04:00,356241.3,379959.16420454864,-23717.86420454865,-27811.52606941889,4093.6618648702415,20220924,0,0,-26592.555,-26592.555,-26592.555,357460.27138191886,357460.27138191886,357460.27138191886,353366.60951704864,353366.60951704864,353366.60951704864
289,2022-09-24 00:09:00,351512.7000000001,371047.9161805586,-19535.21618055849,-23085.505417528333,3550.289236969842,20220924,1,0,-26949.166,-24902.066,-25925.617,347649.03940190346,348672.58823002846,349696.13901127846,344098.7501649336,345122.2989930586,346145.8497743086
290,2022-09-24 00:14:00,339523.98333333334,362163.5774300071,-22639.59409667377,-22525.225345510808,-114.36875116296142,20220924,2,0,-23651.553,-25119.822,-24360.701,338397.65594446915,337688.50750696915,336929.38641321915,338512.0246956321,337802.8762581321,337043.7551643821
291,2022-09-24 00:19:00,325932.78333333344,353315.6162413676,-27382.83290803415,-25565.988679632937,-1816.8442284012128,20220924,3,0,-25657.01,-26218.049,-25262.965,325841.7622473414,326235.8071692164,325280.7231848414,327658.6064757426,328052.6513976176,327097.5674132426
292,2022-09-24 00:24:00,313547.79666666663,344513.3653051996,-30965.568638532943,-29689.056436304592,-1276.512202228354,20220924,4,0,-28101.893,-28499.604,-28394.855,315134.9605248462,314841.9976342212,314737.2495873462,316411.4727270746,316118.5098364496,316013.7617895746
293,2022-09-24 00:29:00,302878.10666666663,335766.03426002094,-32887.92759335431,-32795.72815619636,-92.19943715794945,20220924,5,0,-29791.383,-30145.645,-30254.67,305882.452010363,305419.164900988,305528.190291613,305974.65144752094,305511.36433814594,305620.38972877094
294,2022-09-24 00:34:00,293430.1133333334,327082.72251749894,-33652.60918416554,-34411.0728094739,758.463625308359,20220924,6,0,-28729.658,-33203.53,-31363.91,299111.5279396823,296477.2759865573,294637.6548928073,298353.06431437394,295718.81236124894,293879.19126749894
295,2022-09-24 00:39:00,283904.9233333334,318472.432001731,-34567.50866839761,-35178.77933512931,611.2706667316961,20220924,7,0,-29298.328,-34930.805,-32812.242,289785.3745434627,286271.4604809627,284152.8979809627,289174.103876731,285660.189814231,283541.627314231
296,2022-09-24 00:44:00,274445.7166666667,309944.0796131212,-35498.36294645455,-35736.588592455475,238.225646000923,20220924,8,0,-29143.502,-35130.656,-33818.49,281038.80330599716,276363.81697787216,275051.64900912216,280800.5776599962,276125.5913318712,274813.4233631212
297,2022-09-24 00:49:00,264972.0066666666,301506.5090869083,-36534.50242024171,-36128.87916930072,-405.6232509409893,20220924,9,0,-33182.684,-36382.7,-34595.535,267918.2022422173,266505.3506797173,264718.1866172173,268323.8254931583,266910.9739306583,265123.8098681583
