Unnamed: 0,ds,y,yhat,y_res,y_res_smooth,y_res_stat,day,unit,level_1,smooth_first,smooth_last,smooth_mean,y_first,y_mean,y_last,y_first2,y_mean2,y_last2
288,2022-09-06 00:04:00,390551.6208333331,337609.93352731824,52941.68730601488,39648.84176747039,13292.84553854449,20220906,0,0,30359.697,30359.697,30359.697,381262.4763314877,381262.4763314877,381262.4763314877,367969.63079294324,367969.63079294324,367969.63079294324
289,2022-09-06 00:09:00,373369.04999999993,328097.6857972134,45271.36420278653,44028.43703623978,1242.927166546746,20220906,1,0,26628.455,60294.375,43461.414,355969.06804188516,372802.02702626016,389634.98796376016,354726.1408753384,371559.0998597134,388392.0607972134
290,2022-09-06 00:14:00,357803.68000000005,318639.98826168553,39163.69173831452,41141.90850605007,-1978.2167677355465,20220906,2,0,27946.97,50731.56,38173.668,344608.742197075,354835.4394627,367393.3300877,346586.95896481053,356813.65623043553,369371.54685543553
291,2022-09-06 00:19:00,341292.69000000006,309248.2934909405,32044.39650905959,34412.13933079776,-2367.7428217381675,20220906,3,0,18463.1,41589.23,29986.633,325343.6502785773,336867.1834817023,348469.7811379523,327711.3931003155,339234.9263034405,350837.5239596905
292,2022-09-06 00:24:00,327529.01000000007,299933.6730475415,27595.336952458543,28662.014314656943,-1066.677362198403,20220906,4,0,13831.218,30108.666,23123.674,312698.2134587806,321990.6695134681,328975.6617009681,313764.890820979,323057.3468756665,330042.3390631665
293,2022-09-06 00:29:00,314771.69333333324,290706.81519661867,24064.87813671457,26266.04718669931,-2201.169049984739,20220906,5,0,11495.89,25750.934,18671.63,300001.53579507145,307177.27700600895,314256.57974038395,302202.70484505617,309378.44605599367,316457.74879036867
294,2022-09-06 00:34:00,312170.1466666668,281578.02490634896,30592.121760317823,26309.49865478532,4282.623105532501,20220906,6,0,6788.45,22145.637,14660.768,292649.09820719395,300521.41559000645,308006.28473063145,288366.47510166146,296238.79248447396,303723.66162509896
295,2022-09-06 00:39:00,299041.62,272557.2260530229,26484.3939469771,26519.069868646267,-34.67592166916802,20220906,7,0,961.1015,20535.227,10941.49,273483.65163281857,283464.0403657287,293057.7766938537,273518.32755448774,283498.7162873979,293092.4526155229
296,2022-09-06 00:44:00,289294.8433333334,263653.9655533828,25640.87777995056,25644.73596684615,-3.858186895588005,20220906,8,0,-1869.8751,22873.168,11269.6875,261780.23224441693,274919.7948664872,286523.2753352372,261784.0904313125,274923.6530533828,286527.1335221328
297,2022-09-06 00:49:00,279079.91666666674,254877.41931380067,24202.49735286608,24238.32004110277,-35.822688236694376,20220906,9,0,-2818.3352,19235.256,11109.312,252023.26142048585,265950.9081490014,274076.8524849389,252059.08410872254,265986.73083723814,274112.67517317564
298,2022-09-06 00:54:00,268893.24333333335,246236.3997777624,22656.84355557093,23654.21694639316,-997.3733908222276,20220906,10,0,2627.6062,21285.943,11401.967,247866.63258811203,256640.99318381515,266524.96974631515,248864.00597893426,257638.3665746374,267522.34313713736
