Unnamed: 0,ds,y,yhat,y_res,y_res_smooth,y_res_stat,day,unit,level_1,y_first,y_last,y_mean
288,2022-09-30 00:04:00,430758.6125000001,469752.075455567,-38993.46295556688,-43921.990228521085,4928.527272954205,20220930,0,0,441827.53,441827.53,441827.53
289,2022-09-30 00:09:00,418738.0066666666,461231.5717931607,-42493.5651264941,-42821.21761291324,327.65248641913786,20220930,1,0,432562.6,433532.25,433047.44
290,2022-09-30 00:14:00,407815.97,452733.4854603354,-44917.51546033542,-44515.66648439044,-401.84897594498034,20220930,2,0,420216.78,420317.84,421008.5
291,2022-09-30 00:19:00,395530.2666666665,444266.58620437945,-48736.31953771296,-48351.655166575714,-384.6643711372453,20220930,3,0,411346.03,404455.28,409501.0
292,2022-09-30 00:24:00,382342.4733333333,435839.5378017679,-53497.06446843455,-52706.04789091953,-791.0165775150163,20220930,4,0,398609.16,394153.78,397716.62
293,2022-09-30 00:29:00,370922.93666666665,427460.9146907702,-56537.97802410356,-56315.46835396552,-222.5096701380462,20220930,5,0,382596.97,380789.12,384546.25
294,2022-09-30 00:34:00,360593.5033333334,419139.2186293024,-58545.715295968985,-58876.0098678717,330.2945719027193,20220930,6,0,370272.0,368238.44,370675.22
295,2022-09-30 00:39:00,350761.7666666667,410882.89515967766,-60121.12849301094,-60738.79939211079,617.6708990998522,20220930,7,0,355515.84,353880.1,356302.3
296,2022-09-30 00:44:00,340698.5233333333,402700.3494813496,-62001.82614801632,-62230.13472371034,228.30857569402,20220930,8,0,340683.2,338230.94,341158.12
297,2022-09-30 00:49:00,330886.42666666664,394599.9615182855,-63713.53485161887,-63280.48646927342,-433.0483823454488,20220930,9,0,326682.06,323651.94,326848.9
298,2022-09-30 00:54:00,322823.6233333333,386590.0998836344,-63766.47655030113,-63641.77400816185,-124.70254213928274,20220930,10,0,318747.94,314612.12,314713.88
299,2022-09-30 00:59:00,314012.7933333333,378679.1344256778,-64666.34109234455,-63365.5973071015,-1300.7437852430448,20220930,11,0,309152.84,301468.7,303496.5
300,2022-09-30 01:04:00,309985.2266666667,370875.447259352,-60890.22059268528,-62955.16982146296,2064.949228777681,20220930,12,0,304711.12,300799.75,296893.4
301,2022-09-30 01:09:00,299780.3566666667,363187.4418217844,-63407.08515511768,-62978.26872772433,-428.8164273933435,20220930,13,0,290719.75,288493.0,286482.84
302,2022-09-30 01:14:00,291476.8466666666,355623.54997125483,-64146.70330458821,-63590.93231606198,-555.7709885262302,20220930,14,0,275778.34,278966.34,275665.1
303,2022-09-30 01:19:00,283929.2733333333,348192.2367800719,-64262.963446738606,-64470.30683509004,207.3433883514372,20220930,15,0,264188.2,265569.2,265071.06
304,2022-09-30 01:24:00,276803.6233333334,340902.0029500048,-64098.37961667136,-65056.160792459326,957.781175787968,20220930,16,0,254267.7,257514.62,256202.83
305,2022-09-30 01:29:00,267629.9833333333,333761.3846502416,-66131.4013169083,-64833.13468716948,-1298.2666297388278,20220930,17,0,245664.86,253903.33,248598.69
306,2022-09-30 01:34:00,262868.63666666666,326778.95074737805,-63910.3140807114,-63673.84259276984,-236.4714879415551,20220930,18,0,236208.97,245015.83,241270.39
307,2022-09-30 01:39:00,257148.6733333334,319963.2972550857,-62814.623921752325,-62065.69887238945,-748.9250493628788,20220930,19,0,231563.25,239256.11,234866.25
308,2022-09-30 01:44:00,255732.74666666667,313323.038968883,-57590.29230221632,-60752.99506145437,3162.7027592380546,20220930,20,0,222935.83,233488.6,228706.58
309,2022-09-30 01:49:00,246257.93,306866.798365092,-60608.86836509203,-59966.01715188455,-642.8512132074829,20220930,21,0,222039.81,226991.3,222472.0
310,2022-09-30 01:54:00,239183.61333333328,300603.1915946364,-61419.57826130313,-59244.648523032345,-2174.929738270788,20220930,22,0,211721.23,217153.81,215572.25
311,2022-09-30 01:59:00,235415.1833333333,294540.81174493383,-59125.62841160054,-58213.78370801399,-911.8447035865538,20220930,23,0,207190.78,211362.92,209858.55
312,2022-09-30 02:04:00,235027.2033333333,288688.2093527125,-53661.006019379245,-57183.98128255557,3522.9752631763185,20220930,24,0,207465.98,215642.78,207208.83
313,2022-09-30 02:09:00,225058.4699999999,283053.8703354467,-57995.400335446815,-56686.84083023096,-1308.5595052158533,20220930,25,0,197698.47,208538.67,201594.36
314,2022-09-30 02:14:00,220527.7466666668,277646.1913778146,-57118.44471114784,-56753.84000181888,-364.6047093289526,20220930,26,0,190112.31,204904.94,196611.02
315,2022-09-30 02:19:00,215454.5866666668,272473.4529775084,-57018.86631084158,-56981.6980937562,-37.16821708538191,20220930,27,0,186146.92,197219.89,192254.98
316,2022-09-30 02:24:00,210153.7866666667,267543.79031975404,-57390.00365308733,-57080.16643099866,-309.837222088674,20220930,28,0,181084.77,195205.56,188726.14
317,2022-09-30 02:29:00,206224.5433333333,262865.162132389,-56640.61879905572,-57099.36388344574,458.7450843900151,20220930,29,0,176662.78,190162.14,185455.73
318,2022-09-30 02:34:00,201639.28666666665,258445.3178565874,-56806.03118992076,-57211.54225227665,405.511062355894,20220930,30,0,174257.39,186778.42,182579.86
319,2022-09-30 02:39:00,196147.71666666665,254291.76321354197,-58144.046546875295,-57431.79751359996,-712.2490332753368,20220930,31,0,173201.02,183978.8,179828.36
320,2022-09-30 02:44:00,193194.13000000003,250411.72459880885,-57217.59459880879,-57564.55365993421,346.95906112541707,20220930,32,0,170334.44,182522.97,176887.33
321,2022-09-30 02:49:00,190030.74,246812.11245159543,-56781.37245159547,-57337.04265403728,555.6702024418119,20220930,33,0,168003.58,177505.36,174002.92
322,2022-09-30 02:54:00,186084.13333333333,243499.48398327717,-57415.35064994381,-56607.25205267435,-808.0985972694616,20220930,34,0,165428.44,176516.17,170964.67
323,2022-09-30 02:59:00,183219.6133333333,240480.0055161448,-57260.392182811454,-55608.22644125077,-1652.1657415606824,20220930,35,0,162885.05,174832.1,168168.45
324,2022-09-30 03:04:00,185972.3233333333,237759.41480715887,-51787.09147382557,-54954.7000536232,3167.608579797634,20220930,36,0,162620.98,172266.25,166870.2
325,2022-09-30 03:09:00,179230.19666666663,235342.98362124452,-56112.786954577925,-55161.37147719611,-951.4154773818154,20220930,37,0,160546.14,167484.03,164026.92
326,2022-09-30 03:14:00,176738.21,233235.4809156985,-56497.27091569855,-56160.6295026535,-336.6414130450503,20220930,38,0,155638.86,164829.48,161079.64
327,2022-09-30 03:19:00,173550.18666666668,231441.1369875059,-57890.95032083921,-57470.85636235292,-420.0939584862936,20220930,39,0,153086.8,159768.9,158318.7
328,2022-09-30 03:24:00,171611.54666666666,229963.6088639097,-58352.06219724304,-58757.315965933856,405.2537686908181,20220930,40,0,150825.4,158339.3,155870.45
329,2022-09-30 03:29:00,168312.9566666666,228805.9473032453,-60492.9906365787,-60099.94944553368,-393.0411910450202,20220930,41,0,152945.06,156967.19,154189.23
330,2022-09-30 03:34:00,166398.68666666662,227970.5656991335,-61571.87903246688,-61815.68863957012,243.80960710323416,20220930,42,0,150129.27,155411.89,151887.64
331,2022-09-30 03:39:00,163871.94666666668,227459.21123550655,-63587.26456883989,-64092.04445442742,504.77988558752986,20220930,43,0,147436.53,153678.2,149905.1
332,2022-09-30 03:44:00,160821.5899999999,227272.93852941252,-66451.34852941264,-66705.92398238507,254.57545297242177,20220930,44,0,144972.05,152180.2,147858.92
333,2022-09-30 03:49:00,157798.1933333333,227412.08610354143,-69613.89277020813,-69097.05180343211,-516.8409667760134,20220930,45,0,145801.4,149966.77,146155.64
334,2022-09-30 03:54:00,156228.63666666663,227876.25591839408,-71647.61925172745,-70876.43384362028,-771.1854081071651,20220930,46,0,142670.47,147145.0,144228.98
335,2022-09-30 03:59:00,155221.09333333332,228664.29621892463,-73443.20288559131,-72344.24104850831,-1098.9618370829994,20220930,47,0,141524.05,144460.11,142525.16
336,2022-09-30 04:04:00,158691.5566666667,229774.2879249856,-71082.73125831888,-74335.29732714006,3252.566068821179,20220930,48,0,142057.84,141948.67,141870.16
337,2022-09-30 04:09:00,153151.73,231203.53474285247,-78051.80474285246,-77368.39986331061,-683.4048795418494,20220930,49,0,140040.62,140466.53,140322.33
338,2022-09-30 04:14:00,150790.7766666666,232948.5571987449,-82157.78053207832,-81062.27144371191,-1095.5090883664088,20220930,50,0,137906.0,136332.38,138393.02
339,2022-09-30 04:19:00,150544.85,235005.09071623007,-84460.24071623007,-84539.59296882,79.3522525899316,20220930,51,0,135806.03,135278.0,137058.64
340,2022-09-30 04:24:00,150070.4433333334,237368.08786373737,-87297.64453040398,-87266.89387279362,-30.7506576103624,20220930,52,0,135721.19,132558.12,136111.67
341,2022-09-30 04:29:00,150279.17666666667,240031.7248497383,-89752.54818307163,-89409.93692102193,-342.6112620497006,20220930,53,0,137708.22,133083.03,135219.75
342,2022-09-30 04:34:00,152347.81,242989.4123335368,-90641.60233353678,-91548.22295980876,906.6206262719934,20220930,54,0,138622.84,133702.34,135143.0
343,2022-09-30 04:39:00,151918.35666666663,246233.8105385732,-94315.4538719066,-94146.93442943908,-168.51944246749918,20220930,55,0,139202.16,133584.78,135257.67
344,2022-09-30 04:44:00,152675.3566666666,249756.84871492063,-97081.49204825403,-97205.90575764114,124.41370938711044,20220930,56,0,139346.19,134536.84,135348.3
345,2022-09-30 04:49:00,153025.86666666667,253549.7488235881,-100523.88215692143,-100312.11275755073,-211.7693993707071,20220930,57,0,140504.98,134313.69,135862.33
346,2022-09-30 04:54:00,154895.86333333328,257603.0534483856,-102707.19011505228,-103027.66446683032,320.4743517780589,20220930,58,0,140146.88,136527.69,136603.95
347,2022-09-30 04:59:00,154114.73999999996,261906.65776420684,-107791.91776420688,-105327.40180944205,-2464.515954764851,20220930,59,0,140447.36,138623.56,138115.73
348,2022-09-30 05:04:00,161681.20333333337,266449.8454582676,-104768.64212493424,-107683.19607685972,2914.553951925496,20220930,60,0,143544.11,142027.64,141540.1
349,2022-09-30 05:09:00,160600.52666666667,271221.3283802977,-110620.80171363108,-110565.8604456116,-54.94126801948005,20220930,61,0,141527.39,142589.39,143199.14
350,2022-09-30 05:14:00,161820.93,276209.28977624746,-114388.35977624748,-113843.90599035595,-544.4537858914991,20220930,62,0,145354.9,146290.61,145978.92
